name,team,position,owner,age,careerGames,seasons,adp,ownedPct,projAvg,avgPts,totalPts,L5,L3,L1,games,TOG%,kicks,handballs,marks,hitouts,tackles,freesFor,freesAgainst,goals,behinds
"Max Holmes",GEE,MID,"Kids can call you Bont-ju",23,112,6,17.9,98.91,103.4,103.8,1038,94.4,99,91,10,79.9,17.1,11.9,5.6,0,3.2,0.7,1.2,0.3,0.2
"Callum Wilkie",STK,DEF,"Heartbreak Jake & da Subs",30,165,8,126.1,96.99,82,103,1030,95.4,74.7,108,10,92.9,17.1,6.5,11.1,0,1.6,0.5,0.5,0,0
"Lachie Whitfield",GWS,DEF,"Naughty Dog Entertainment",31,267,14,28.7,99.04,104.2,101.3,1013,100.8,99,59,10,80.8,17.8,11.9,5.9,0,2.4,0.4,1.2,0,0
"Dayne Zorko",BRL,DEF,GuldenEye,37,311,15,85.5,98.36,93.9,100.3,702,87.8,76,76,7,74.3,19.4,5,7.3,0,1.9,1,0,0.3,0
"John Noble",GCS,DEF,"Kids can call you Bont-ju",29,147,8,86.7,97.13,86,100,1000,112.6,135,126,10,82.6,17.4,9.4,6.5,0,1.6,0.8,0.5,0.6,0.2
"Will Ashcroft",BRL,MID,"Scissorlift Victims Unit",22,68,4,17.4,98.63,101.9,99.6,996,101,91.3,74,10,83.6,15.9,11.5,4.8,0,3.5,0.9,0.8,0.3,0.2
"Josh Daicos",COL,DEF,iWalshMyslfwthATonInMyMid,27,161,10,35.3,99.18,96.5,99.4,994,95.4,86.3,80,10,82.3,16.9,10.6,6.2,0,2.4,0.7,0.7,0.1,0.1
"Nasiah Wanganeen-Milera",STK,D/M,GuldenEye,23,94,5,3.6,99.18,110.6,99.3,794,110.8,105.3,104,8,83.6,19.5,7.3,3,0,3,2.3,1,0.9,0.8
"Jack Steele",MEL,MID,"Banks' Palm Cards",30,212,12,62.3,98.91,96.7,98.9,989,83.4,78.7,87,10,74.6,11.4,13.1,3.9,0,6.4,1.3,0.5,0.2,0.2
"Christian Petracca",GCS,MID/FWD,iWalshMyslfwthATonInMyMid,30,220,12,40.6,98.91,90.4,98.8,790,98.4,96.3,89,8,79.5,13.1,13,3.5,0,3.4,0.8,0.9,1.8,0.8
"Ed Richards",WBD,MID,"Naughty Dog Entertainment",26,157,9,36.6,99.04,97.5,98.2,884,96.6,92,68,9,79.2,15.6,8.8,4.1,0,5.4,0.9,1.4,0.6,0
"Sam Walsh",CAR,MID,iWalshMyslfwthATonInMyMid,25,143,8,32.8,99.04,96.7,97.9,979,99.6,85.3,76,10,79.6,12.4,15.5,3.7,0,5,0.9,1.3,0.2,0.4
"Jayden Short",RIC,DEF,iWalshMyslfwthATonInMyMid,30,199,12,124.1,97.13,86.1,97.7,879,88.4,88,88,9,82.9,18.9,6.3,8.2,0,1,1,0.8,0.1,0.3
"Clayton Oliver",GWS,MID,"Lachie’s Flesh Clarrynet",28,215,11,69.4,98.22,91.5,97.1,971,102.8,101,116,10,81.1,10,21.2,2.8,0,4.7,1.2,1.8,0.2,0.5
"Dan Houston",COL,DEF/MID,"Houston we have a problem",29,199,11,125.5,96.45,74.1,97.1,971,97.8,92,69,10,80.8,16.1,8.9,7.6,0,2.2,0.3,0.7,0.1,0.6
"Kysaiah Pickett",MEL,MID/FWD,"Banks' Palm Cards",24,136,7,37.2,98.91,90.8,96.3,963,87.6,75.7,73,10,84.1,16.2,5.9,3,0,4.9,1.3,1.2,1.5,0.6
"Jack Crisp",COL,MID,"Banks' Palm Cards",32,284,15,170.5,94.67,84.1,95.6,956,96.8,89.3,78,10,79.9,12.1,11.2,6.6,0,3.8,0.7,0.3,0.3,0.3
"Bodhi Uwland",GCS,DEF,"Naughty Dog Entertainment",22,59,5,240.3,90.30,65.9,95.3,953,99.8,111,115,10,87.5,16.5,8.8,6.8,0,1.8,1.1,0.4,0.1,0.1
"Noah Anderson",GCS,MID,"Houston we have a problem",25,138,7,16.9,99.04,102.5,95.2,857,96,108.3,118,9,84.2,16.8,10.2,5,0,2.6,0.7,1.4,0.3,0.9
"Jake Bowey",MEL,DEF,"Prince McAndrew",23,86,6,156.4,92.76,75.5,95,190,95,95,92,2,82,19,6,4.5,0,3,0.5,0,0,0
"Sam Flanders",STK,MID/FWD,"Kids can call you Bont-ju",24,99,7,26.9,98.63,96.9,95,950,97,100.3,109,10,78.8,13.2,11.2,5.7,0,3.7,1.4,0.4,0.1,0.3
"Tom Liberatore",WBD,MID,"Naughty Dog Entertainment",34,261,16,91.8,96.99,95,94.3,377,94.3,96.3,59,4,68,13,11.5,3.5,0,5.5,0.5,0.8,0.3,0
"Justin McInerney",SYD,MID/FWD,"Heartbreak Jake & da Subs",25,119,8,103.3,96.99,79.6,93.9,939,91.6,95.7,110,10,83.6,11,15.1,4.5,0,2.8,1.4,1.2,1.2,1
"Luke Parker",NTH,DEF/MID,"Heartbreak Jake & da Subs",33,325,16,218.3,94.81,78.1,93.8,938,93.8,93.3,95,10,87.1,15.6,9.9,6.5,0,1.9,1,0.7,0.2,0
"Jarman Impey",HAW,DEF,"Baz’s 8-balls",30,231,13,195.4,94.13,79.6,93.5,935,102,96.7,97,10,81.2,15.8,7.7,8,0,2,0.2,0.7,0.1,0
"Finn Callaghan",GWS,MID,"JD Vyvance",23,81,5,21.4,98.91,102.2,93,930,82,90,75,10,80.3,12.7,15.4,2.7,0,4.2,0.8,1.2,0.3,0.2
"Luke Davies-Uniacke",NTH,MID,"Prince McAndrew",26,140,9,58.7,97.95,91.2,93,930,84.6,87.7,68,10,81.3,11.8,14.4,4.1,0,4.7,1.6,1.8,0.2,0.3
"Wayne Milera",ADE,DEF,"Jags to riches",28,133,11,239.6,92.76,72,92.8,928,98.4,102,83,10,80.7,15.6,10.1,5.7,0,2.5,0.5,0.6,0,0
"Caleb Serong",FRE,MID,"Prince McAndrew",25,137,7,26.6,99.04,99,92.6,926,84.2,89,88,10,79.4,14.5,10.4,2.6,0,4.5,1,0.6,0.5,0.3
"Andrew Brayshaw",FRE,MID,"The Forrie Crystals",26,180,9,20.1,98.91,103.6,91.4,914,89.4,92,90,10,77.8,11.6,11.5,2.7,0,6.6,1.2,1.6,0.4,0.3
"Jeremy Cameron",GEE,FWD,GuldenEye,33,289,15,111.5,97.68,83,91.2,821,93,88,86,9,90,12.7,3.3,7.3,0.1,1.6,0.7,0.9,3,2.2
"Matthew Kennedy",WBD,MID,"Prince McAndrew",29,151,11,82.1,98.09,91.7,91,910,77.6,78.3,53,10,76.1,12.8,12.2,3.9,0,5,0.9,2,0.2,0.4
"Sam Berry",ADE,MID,"Kids can call you Bont-ju",24,86,6,279.2,87.70,62.4,90.9,909,91.8,104,87,10,72.9,11.2,10.9,2.3,0.1,7.5,1,1.2,0.1,0.5
"Karl Amon",HAW,DEF,"Heartbreak Jake & da Subs",30,204,13,104.5,96.86,87,90.1,811,102.6,110.7,105,9,81.9,16.8,7.1,5.9,0,2,0.2,0.2,0,0.3
"Tim English",WBD,RUC,"Scissorlift Victims Unit",28,160,10,10.8,99.04,110.5,89.8,539,86.2,75.3,97,6,73,8.8,7,4.3,24.8,2.5,2.3,1,0.3,0.2
"Nic Newman",CAR,DEF,iWalshMyslfwthATonInMyMid,33,141,12,151.8,95.63,84.2,89.7,628,93.2,92.3,77,7,82.9,17.3,4.9,6.9,0,2,0.9,0.7,0.1,0
"Caleb Daniel",NTH,DEF,iWalshMyslfwthATonInMyMid,29,225,12,148.9,95.63,84.2,89.6,896,87.6,82.3,72,10,85.9,14.9,9.3,5.3,0,3,0.5,0.7,0,0
"Jack Ross",RIC,MID/FWD,"Naughty Dog Entertainment",25,103,8,159.8,94.67,72.5,89.4,894,97.6,98.7,101,10,81.7,8.1,15.4,4.2,0,5.1,1.5,0.8,0.3,0.4
"James Sicily",HAW,DEF,"Lachie’s Flesh Clarrynet",31,188,13,151.2,95.63,79.1,89.3,804,88,86,87,9,90.7,14.3,7.9,8.1,0,1.8,1.4,0.8,0,0
"Tanner Bruhn",GEE,DEF/MID,"Lachie’s Flesh Clarrynet",23,76,6,154.0,95.08,68.1,89.2,892,87.6,85,91,10,71.5,13.1,9.9,5.2,0,3.6,1,0.5,0,0.6
"Touk Miller",GCS,MID,"JD Vyvance",30,224,12,92.7,97.40,88.7,89.1,891,87.2,84.7,76,10,80.8,11.2,14.2,3.5,0,3.7,0.4,0.6,0.5,0.2
"Jai Newcombe",HAW,MID,"Banks' Palm Cards",24,112,6,59.3,97.95,89.1,88.9,889,88.2,79.7,59,10,79.5,12.4,13.8,2.9,0,3.9,2.4,1.8,0.4,0.4
"Scott Pendlebury",COL,MID,"Lachie’s Flesh Clarrynet",38,432,21,223.6,88.80,77.2,88.9,622,91.6,113.7,100,7,69.3,10.3,13.7,5.6,0,2.7,0.9,0.1,0.4,0
"Gryan Miers",GEE,MID/FWD,"Baz’s 8-balls",27,161,9,45.0,98.77,93.2,88.8,533,82.4,66.3,54,6,78.8,13.5,9,5.7,0,3,1.3,0.2,0,0.5
"Jason Horne-Francis",PTA,MID/FWD,"Banks' Palm Cards",22,90,5,39.2,98.63,89.4,88.6,886,88.6,65.7,66,10,79.3,14.1,7.6,4.6,0,3.5,1.5,1.9,1.1,0.9
"Brad Hill",STK,D/M/F,"Banks' Palm Cards",32,287,15,226.7,93.31,72,88.1,881,84.6,76.7,44,10,84.2,15.1,7.2,6.8,0,1.7,0.4,0.6,0.4,0.2
"Tom Sparrow",MEL,MID/FWD,"Prince McAndrew",25,127,8,278.2,89.75,63.6,88.1,881,96,99.3,103,10,72.6,11.3,9,2.4,0,6.4,1.1,0.5,0.5,0.8
"Bailey Dale",WBD,DEF,"Naughty Dog Entertainment",29,188,12,56.6,97.81,92.2,87.6,876,104.4,103.3,95,10,83,18.8,6.4,4,0,1.8,0.5,0.5,0,0.2
"Rory Laird",ADE,DEF,"Heartbreak Jake & da Subs",32,277,15,91.4,97.54,91.1,87.4,699,89.8,85.7,94,8,79.5,13.5,10.3,6.9,0,1.6,0.4,0.4,0,0
"Zac Bailey",BRL,MID/FWD,"Naughty Dog Entertainment",26,175,9,63.1,97.54,81.2,87.2,785,84.2,85,77,9,85.4,12.7,7,5.4,0,2.8,0.8,1.3,1.7,1
"Kane Farrell",PTA,DEF,"The Forrie Crystals",27,124,9,152.1,93.58,79.4,87,870,85,88,83,10,80.3,16.8,3.5,7,0,2.3,0.6,0.9,0.2,0.3
"Josh Worrell",ADE,DEF,"Prince McAndrew",25,65,7,133.9,94.95,76.1,86.8,868,86.4,85.3,86,10,87.4,15.2,8.6,6.3,0,1.7,0.7,0.8,0,0
"Patrick Cripps",CAR,MID,"Scissorlift Victims Unit",31,240,13,88.3,97.27,90.1,86.7,867,88.2,86.3,111,10,80.8,9.5,15.8,2.3,0.1,5.1,2.1,2.4,0.6,0.7
"Josh Dunkley",BRL,MID,GuldenEye,29,204,11,24.3,98.63,106.4,86.4,864,90.8,89.3,77,10,79.2,9.3,11,4.5,0,6.2,0.6,0.9,0,0.3
"Josh Battle",HAW,DEF,"The Forrie Crystals",27,159,10,209.1,91.53,71.8,86.3,863,91.6,93,87,10,94.9,14.7,6.9,8.1,0,1.2,0.9,0.6,0,0.2
"Darcy Wilmot",BRL,DEF,"Kids can call you Bont-ju",22,93,5,78.5,96.04,82.4,86.1,861,94.8,100.3,110,10,85.2,16.4,5.6,6.5,0,1.6,0.6,0.5,0.1,0.1
"Izak Rankine",ADE,MID/FWD,"Jags to riches",26,114,8,42.2,98.22,87.5,86.1,775,102.8,118.3,102,9,80.8,13.1,7.1,3.6,0,4.1,1.2,1.2,1.1,1.2
"Connor Macdonald",HAW,FWD,"Lachie’s Flesh Clarrynet",23,100,5,94.7,95.90,73.5,86,860,81.2,76.7,69,10,78.5,13.3,7.8,4.4,0,3.2,0.5,0.5,0.8,0.7
"Will Setterfield",ESS,MID,"Prince McAndrew",28,85,10,234.9,68.17,70.1,86,86,86,86,86,1,77,13,3,3,0,6,1,0,1,1
"Marcus Windhager",STK,DEF/MID,"Heartbreak Jake & da Subs",23,85,5,89.1,96.31,84.3,85.9,859,83.6,71,84,10,82.6,14.6,8.5,4.8,0,2.5,1.3,0.6,0.2,0
"Shai Bolton",FRE,MID/FWD,"Banks' Palm Cards",27,168,10,117.7,96.86,73.5,85.8,858,88.8,81.7,93,10,81.4,12.3,12.1,2.3,0,3.3,0.4,1.2,1.2,0.6
"Callum Mills",SYD,DEF,"Naughty Dog Entertainment",29,184,11,82.5,96.58,82,85.7,857,88,94.7,82,10,76.6,11.9,11.3,5.9,0,2.5,0.7,0.4,0,0.2
"Brayden Maynard",COL,DEF,"Scissorlift Victims Unit",29,239,12,280.4,85.38,67,85.6,856,83.4,89,86,10,83.5,14.9,5.4,6.2,0,3.4,0.8,1.2,0.1,0.1
"Jack Ginnivan",HAW,FWD,"Naughty Dog Entertainment",23,100,6,127.3,96.31,75.8,85.6,856,80,74,73,10,81.8,13.3,6.5,6.5,0,1.9,0.7,0.4,0.9,0.7
"Hugo Garcia",STK,MID,"Heartbreak Jake & da Subs",20,35,3,195.6,91.26,73.6,85.4,854,92,85,112,10,73.7,10.3,11.6,2.4,0,5.3,1.2,0.5,0.5,0.2
"Nick Blakey",SYD,DEF,"Scissorlift Victims Unit",26,161,8,58.7,96.99,87.4,85.4,854,97.6,100.7,146,10,83.4,16.2,10.1,3.5,0,1.7,1.4,1.6,0.4,0.3
"James Peatling",ADE,MID,"Lachie’s Flesh Clarrynet",25,78,6,166.7,91.12,77.2,85.2,852,98.2,96,107,10,72.2,12.6,8,3.1,0,5,1.7,0.8,0.4,0.4
"Ryley Sanders",WBD,MID/FWD,"The Forrie Crystals",21,44,3,99.7,95.63,72.4,84.8,763,89,89.7,102,9,81.6,8.3,17.7,2.8,0,4.1,1.3,1,0.2,0
"Oliver Florent",CAR,DEF/MID,"Banks' Palm Cards",27,194,10,215.9,89.21,71,84,840,85.6,91,127,10,84.8,14.9,7.6,5.6,0,2,0.5,0.6,0.1,0
"Bailey Williams",WBD,DEF/MID,"Naughty Dog Entertainment",28,184,11,183.7,94.40,76.4,83.7,837,73.6,52.3,29,10,81.2,11.9,8,6.5,0,2.3,1,0.5,0.5,0.8
"Jordan Clark",FRE,DEF,"JD Vyvance",25,136,8,38.5,98.50,93.4,83.5,835,83.4,71.7,76,10,83,15.7,7.4,5,0,1.8,0.6,0.6,0.1,0
"Josh Rachele",ADE,MID/FWD,"Jags to riches",23,80,5,102.2,96.58,68.2,83.4,834,68,73,82,10,81.2,13,6.8,3.8,0,2.9,0.9,1.3,1.7,0.6
"Luke Ryan",FRE,DEF,GuldenEye,30,188,10,116.8,95.63,84.4,83.3,750,85.6,82.3,75,9,86.3,16.9,3.1,7.2,0,2,0.7,1.3,0,0.1
"Bailey J. Williams",WCE,RUC/FWD,"Kids can call you Bont-ju",26,94,8,,75.68,56.8,83.2,499,76.8,93,141,6,75.2,7.3,6.2,2.2,26.7,3.3,1.8,1.3,0.7,0.5
"Lachlan McAndrew",ADE,RUC,"Prince McAndrew",25,12,6,184.7,91.12,75.6,83.2,832,77.6,79.7,72,10,71.1,5.9,5.1,2,31.5,4.8,1.8,1.7,0.3,0.1
"Tom McCarthy",WCE,DEF,"Houston we have a problem",25,20,2,62.0,96.72,85.9,83.2,832,86.2,85,59,10,79.8,16.3,4.9,5.6,0,2.1,0.4,0.4,0,0.1
"Darcy Parish",ESS,MID,iWalshMyslfwthATonInMyMid,28,174,11,106.4,94.26,76.7,83.1,748,95.2,87,99,9,74.1,11.9,12.3,3.8,0,2.8,0.9,0.7,0.2,0.1
"Toby Nankervis",RIC,RUC,iWalshMyslfwthATonInMyMid,31,181,13,117.1,92.21,89.1,82.5,165,82.5,82.5,86,2,63.5,9,8,2,20,4,2,1.5,0,0
"Matt Rowell",GCS,MID,"Lachie’s Flesh Clarrynet",24,115,7,35.0,98.50,100.2,82.4,412,82.4,88.3,82,5,82.6,11.4,12.8,1.4,0,6,2,2.6,0,0.2
"Murphy Reid",FRE,FWD,"Kids can call you Bont-ju",19,34,2,107.0,96.31,66.2,82.2,822,85.6,82,99,10,82.1,12,11.5,3.5,0,2.3,0.6,0.6,0.6,1.1
"Levi Ashcroft",BRL,MID,"Scissorlift Victims Unit",19,37,2,68.6,96.31,80,82.1,821,86,87.7,104,10,78.2,12.7,8.4,5.8,0,1.6,0.9,0.2,0.4,0.7
"Toby Greene",GWS,MID/FWD,"Prince McAndrew",32,271,15,122.4,96.99,82.6,81.5,815,80,72.3,42,10,81.1,13.7,8,3.2,0,3.1,1.1,1.8,0.9,1.3
"Elliot Yeo",WCE,MID,GuldenEye,32,220,15,195.9,91.12,78.6,81.4,651,91,93.3,83,8,65.8,10.8,6.8,2.6,0,5.9,1.3,1.1,1,0.4
"Lawson Humphries",GEE,DEF,"Kids can call you Bont-ju",23,46,3,115.9,94.40,74,81.3,813,86.2,82.3,75,10,82,13.6,5.5,6,0,2.5,0.8,0.2,0.2,0.1
"Tom Stewart",GEE,DEF,"Scissorlift Victims Unit",33,201,10,144.3,95.90,80.3,81.2,812,76.4,75,95,10,82.3,16.5,5.1,5.4,0,1.5,1,0.8,0.1,0.1
"Jase Burgoyne",PTA,DEF/MID,"Houston we have a problem",22,66,5,120.5,94.81,78.5,81.1,811,83.4,76.3,81,10,83,11.9,8.5,4.9,0,3,1.1,0.5,0.3,0.3
"Willem Drew",PTA,MID,"The Forrie Crystals",27,140,10,185.2,87.57,78.3,81.1,811,83.2,83,98,10,78.4,10,9.1,3.1,0,6,1.6,1.1,0.2,0.1
"Connor Budarick",WBD,DEF/FWD,"Kids can call you Bont-ju",25,62,7,203.2,90.85,54.1,81,567,77.2,78.3,57,7,78.9,14.1,6.7,5.4,0,2,1.1,0.4,0.1,0.1
"Tim Taranto",RIC,MID,iWalshMyslfwthATonInMyMid,28,181,10,65.7,97.81,94.3,81,648,67.8,60.3,64,8,77.4,8.5,13.5,2.3,0,4.8,1,0.6,0.5,0.6
"Chad Warner",SYD,MID/FWD,"Banks' Palm Cards",24,118,7,49.7,98.63,92.5,80.9,809,87.2,75.3,80,10,78.5,13.5,8.1,2.5,0,2.8,1.2,1.4,1.2,1.3
"Tim Kelly",WCE,MID/FWD,"Heartbreak Jake & da Subs",31,173,9,202.9,91.26,72.9,80.8,727,82.4,93.3,101,9,74.8,11,12.4,3.3,0,3.3,0.9,0.8,0.1,0.3
"Darcy Cameron",COL,RUC,"Prince McAndrew",30,129,10,46.3,98.50,99.8,80.7,726,83.6,67.3,78,9,76,9.1,6.4,3.6,18.2,2.8,2.9,1.1,0.1,0.2
"Connor Rozee",PTA,DEF/MID,"Lachie’s Flesh Clarrynet",26,152,8,13.9,98.50,102.7,80.5,161,80.5,80.5,72,2,67.5,12.5,10,4.5,0,3,0.5,1,0,0
"Wil Powell",GCS,DEF/MID,"Jags to riches",26,140,9,212.8,91.26,66.9,80.5,805,78.2,76,58,10,81.3,10.5,6.7,5.1,0,4.9,0.5,0.7,0.3,0.5
"Nick Madden",GWS,RUC,"The Forrie Crystals",22,6,4,232.3,69.26,67,80.3,241,80.3,80.3,63,3,66.7,3.3,9.3,2,28.7,4.3,2,1,0,0.7
"Adam Treloar",WBD,MID/FWD,iWalshMyslfwthATonInMyMid,33,259,15,111.7,94.26,84.9,80,80,80,80,80,1,61,9,16,4,0,2,1,0,0,0
"Milan Murdock",WCE,MID/FWD,"Baz’s 8-balls",25,7,1,,78.28,67.8,80,560,75.4,72,63,7,74.1,9.6,9,3,0,4.9,1.3,0.7,0.9,0.6
"Rhys Stanley",GEE,RUC,iWalshMyslfwthATonInMyMid,35,230,18,,24.45,62.7,80,80,80,80,80,1,66,8,9,3,17,3,0,0,0,0
"Hayden Young",FRE,MID,iWalshMyslfwthATonInMyMid,25,94,7,62.2,96.58,86.5,79.8,399,79.8,79.7,76,5,73.8,10,9,3.6,0.2,3.8,0.6,0.4,1,0.2
"Harley Reid",WCE,MID,GuldenEye,21,49,3,55.2,95.63,86.7,79.7,797,88.8,99.3,136,10,80.4,11.7,12.4,2.5,0,2.9,1.9,2.4,0.9,0.6
"Willem Duursma",WCE,MID,"Naughty Dog Entertainment",18,10,1,114.0,94.54,68.4,79.4,794,81,72.3,70,10,77.9,10.9,7.4,5.1,0,2.9,0.7,0.2,0.7,0.7
"Adam Cerra",CAR,MID,"JD Vyvance",26,155,9,79.1,95.49,91.7,79.3,555,79.2,79.7,66,7,72.9,10.1,11.3,3.9,0,3.9,1.3,1,0.1,0.1
"Ed Langdon",MEL,D/M/F,"Naughty Dog Entertainment",30,212,12,180.2,90.85,74.2,79.3,793,92.4,89.3,84,10,88.7,11,8.5,6.5,0,2.1,0.5,0.8,0.5,0.3
"Max Hall",STK,FWD,"Prince McAndrew",24,33,3,142.5,92.76,68.9,79.3,793,84,99.3,114,10,81.1,10.3,8.4,4.5,0,2.7,1,0.5,1.2,0.6
"George Hewett",CAR,MID,iWalshMyslfwthATonInMyMid,30,208,13,73.7,97.81,96.1,79.2,475,80,77,57,6,72.5,8.8,10.5,3.8,0,5,1.2,0.8,0.2,0.5
"Joel Freijah",WBD,MID/FWD,"Kids can call you Bont-ju",20,46,3,72.2,95.77,76.1,79,790,80.8,91,90,10,88.1,10,10.2,4.2,0,4,0.8,1.4,0.5,0.4
"Jordan Ridley",ESS,DEF,"Heartbreak Jake & da Subs",27,106,10,198.9,85.66,76.8,79,158,79,79,52,2,59,13,5.5,9,0,0.5,0,0,0,0
"Rhyan Mansell",RIC,FWD,"Free Agent",25,74,6,,12.98,58.9,79,79,79,79,79,1,82,9,3,7,0,4,0,1,2,0
"Jye Caldwell",ESS,MID,"Scissorlift Victims Unit",25,98,8,37.2,97.81,99.6,78.9,710,71.2,63.3,76,9,71,9.9,9.7,2.7,0,5,0.9,1,0.6,0.7
"Colby McKercher",NTH,DEF/FWD,"JD Vyvance",21,49,3,36.8,97.27,88.4,78.7,787,81.2,82.3,71,10,81.5,14.2,8,3.1,0,2.4,0.4,0.6,0.4,0.2
"Josh Ward",HAW,MID,"Jags to riches",22,77,5,125.2,92.08,77,78.5,785,72.6,84,79,10,76,10.7,10.7,4,0,3.4,0.8,0.5,0,0.1
"Dylan Stephens",NTH,MID,"Naughty Dog Entertainment",25,91,7,,77.73,61.4,78.3,783,69.2,60.7,70,10,85.5,12.8,7.7,5.5,0,1.9,0.8,0.7,0.2,0.5
"Jarrod Witts",GCS,RUC,GuldenEye,33,213,15,123.9,94.13,87.5,78.3,626,68.2,78.3,79,8,75.5,6.6,6,1.9,34.4,2.5,1.5,2,0.1,0.1
"Dylan Moore",HAW,FWD,"Scissorlift Victims Unit",26,135,9,61.5,96.31,85.8,78.2,704,77,80.3,120,9,88.8,10.2,9.4,4.3,0,2.4,0.6,0.7,1.1,0.7
"Jagga Smith",CAR,MID,"Jags to riches",20,10,2,66.8,95.90,69.2,78.2,782,80.4,83,91,10,75.9,10.6,12.4,3.3,0,2.7,1,0.7,0.3,0.2
"Jarrod Berry",BRL,MID,"Kids can call you Bont-ju",28,190,10,148.4,90.30,82.1,78.2,469,75,64.7,32,6,68.5,11.8,7.2,5.2,0,3,1.5,0.7,0.2,0.3
"Elijah Tsatas",ESS,MID,"Prince McAndrew",21,19,4,277.5,76.50,64.3,78,234,78,78,60,3,70.3,9.7,14.3,4.7,0,1.3,0,0.3,0.3,0
"Jeremy Howe",COL,DEF,"Baz’s 8-balls",35,278,16,,47.95,52.3,78,546,88.6,93.3,88,7,89,14.9,2.6,8,0,1.3,0.9,0.6,0,0
"Jordon Sweet",PTA,RUC,"Naughty Dog Entertainment",28,56,8,154.1,93.72,78.3,78,702,80,79.3,60,9,77.8,5.9,6.3,2.7,29.3,2.6,1.8,1.7,0.4,0.7
"Josh Treacy",FRE,FWD,"JD Vyvance",23,90,6,165.1,94.67,68.8,77.9,779,69.4,81,61,10,88,8.7,4.6,6.8,0,2.4,1.4,1.4,2.3,1.6
"Ollie Wines",PTA,MID,"Scissorlift Victims Unit",31,280,14,148.9,93.58,87.5,77.9,545,83,78.7,56,7,64.1,7.7,13.6,4.1,0,4.1,0.7,1.3,0.3,0
